"","Case_ID","Sample_ID","Income_2000","Income_2002","Income_2004","Income_2006","Income_2008","Income_2010","Age_2010","Race","Sex","Highest_Grade_Completed","Marital_Status","Region"
"216",411,1,8000,22000,27000,16000,0,0,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","Northeast"
"217",415,1,36000,50000,52000,69000,65000,60000,47,"Non-Black/Non-Hispanic","Male","10TH GRADE","Married","Northeast"
"218",416,5,0,0,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","Northeast"
"219",417,1,40000,40000,50000,50000,50000,50000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","Northeast"
"220",418,5,19800,21000,26156,28000,14500,12740,45,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","Northeast"
"221",419,1,23000,30000,26000,31000,36000,28000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"222",420,1,33000,25000,18000,3000,18000,25000,45,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"223",422,1,65000,68000,15000,55000,50000,50000,51,"Non-Black/Non-Hispanic","Male","7TH YEAR COLLEGE","Married","Northeast"
"224",425,5,9000,15800,24600,27000,23000,28000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","Northeast"
"225",431,5,43000,86000,30050,33000,38000,40000,49,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","Northeast"
"226",434,1,41000,45000,49000,59000,59000,66000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","Northeast"
"227",438,6,18000,20000,23000,36000,35500,35000,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"228",439,5,46000,45000,55000,77000,84000,83000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","Northeast"
"229",442,5,5000,8000,14000,15000,15000,19000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","Northeast"
"230",443,1,34200,43000,41000,47000,45500,49000,48,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","Northeast"
"231",444,5,2500,2250,4830,1500,27000,20000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","Northeast"
"232",445,1,11900,43000,72000,40000,43000,61000,45,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","Northeast"
"233",452,6,12000,19524,21000,30000,39000,42000,45,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","Northeast"
"234",455,5,14000,26000,25000,26000,28800,30000,50,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","Northeast"
"235",456,1,23000,42500,43000,50000,67000,72000,51,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Never Married","Northeast"
"236",457,1,48000,48000,52000,53000,54000,62000,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","Northeast"
"237",458,5,44200,45000,61000,65000,70000,71000,48,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","Northeast"
"238",459,5,0,500,2500,10000,15200,40000,46,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","South"
"239",460,5,30282,24000,23500,21400,24100,26000,48,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Never Married","Northeast"
"240",461,1,63000,58000,60000,85000,85000,79000,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","Northeast"
"241",462,5,39000,48000,46000,45000,50000,50500,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","Northeast"
"242",464,1,58000,65000,52000,78000,69000,65000,50,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","Northeast"
"243",465,5,12000,10000,10000,12000,13000,6068,46,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","Northeast"
"244",466,1,20000,22000,25000,29000,33997,40000,52,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","Northeast"
"245",468,1,65000,76000,95000,104000,120000,143000,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","Northeast"
"246",470,2,25000,28000,20000,46000,58000,26000,47,"Non-Black/Non-Hispanic","Male","11TH GRADE","Never Married","North Central"
"247",471,5,8000,8000,0,0,0,0,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"248",474,5,32000,30000,35000,32000,32000,32000,49,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"249",475,5,13000,15000,23000,22000,21000,25000,45,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"250",476,5,2000,8000,3000,12000,14000,20000,45,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"251",477,1,19000,5000,15000,19000,0,0,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"252",478,6,45000,15000,0,0,0,0,50,"Non-Black/Non-Hispanic","Female","10TH GRADE","Married","South"
"253",479,1,91000,96000,86000,86000,86000,94000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"254",480,1,40000,46000,50000,60000,52900,54000,52,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"255",481,1,216200,1e+05,145000,279816,135000,125000,52,"Non-Black/Non-Hispanic","Male","8TH YEAR COLLEGE OR MORE","Married","South"
"256",482,1,75000,92000,120000,122000,130000,132000,50,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"257",483,1,50000,40000,72000,0,115000,99000,53,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"258",484,1,40000,40000,0,30000,7000,35000,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"259",485,5,12000,8000,7000,12000,7000,12000,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"260",486,1,50000,50000,1e+05,279816,140000,125000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"261",487,5,34500,40000,42000,55000,57000,59000,49,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","North Central"
"262",488,1,40000,42000,57000,60000,70000,71000,46,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"263",489,1,78000,1e+05,80000,85000,0,150000,49,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","North Central"
"264",491,5,40000,30000,48000,20000,22000,38000,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"265",492,5,0,0,0,0,0,4500,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"266",493,1,680,36000,40000,0,45000,50000,45,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","North Central"
"267",495,5,19656,20062,27040,29821,30972,32280,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Divorced","North Central"
"268",496,5,0,2400,9300,25000,44000,47800,47,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Never Married","South"
"269",499,5,21000,30000,32000,36000,37000,39000,48,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"270",501,5,38000,15000,47500,25000,52000,55500,46,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","South"
"271",502,1,67000,85000,83000,90000,96000,108000,49,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","Northeast"
"272",503,5,15000,19000,20000,23000,15000,15000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"273",505,1,685,33000,43000,28000,2300,0,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","North Central"
"274",506,5,27000,34900,37500,43000,44000,46000,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Never Married","North Central"
"275",507,5,11000,6000,8000,10000,1900,0,48,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"276",513,3,53000,65000,90000,66500,65000,59000,48,"Black","Male","2ND YEAR COLLEGE","Married","North Central"
"277",514,7,0,10000,0,0,0,0,46,"Black","Female","12TH GRADE","Never Married","North Central"
"278",519,7,15000,19000,19000,0,4100,10000,46,"Black","Female","12TH GRADE","Never Married","North Central"
"279",520,3,55000,55000,52000,73000,80000,86000,51,"Black","Male","4TH YEAR COLLEGE","Married","North Central"
"280",527,5,40000,39500,45000,50000,62000,78000,52,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Divorced","North Central"
"281",528,5,46000,80000,57000,78000,97000,117000,46,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"282",533,5,0,3600,8000,5000,12000,0,50,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"283",534,1,28500,38500,45000,44500,60000,65000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"284",536,5,3000,3000,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","10TH GRADE","Never Married","North Central"
"285",538,1,0,0,0,0,0,0,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"286",541,1,28000,28000,26000,38000,26000,28000,47,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","North Central"
"287",542,5,0,5000,0,0,0,0,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"288",543,1,35000,86000,58660,98000,26000,0,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"289",546,5,0,0,0,0,0,0,45,"Non-Black/Non-Hispanic","Female","10TH GRADE","Married","North Central"
"290",547,1,35000,56500,71000,69000,72000,75000,52,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","North Central"
"291",549,1,28000,34000,47000,45000,85000,0,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"292",550,5,10000,22000,24700,22000,20000,22500,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"293",553,1,62000,65000,50000,10000,30000,30000,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"294",554,1,0,0,50,1100,119000,118000,46,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"295",555,1,42000,26000,40000,38000,900,1500,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Separated","North Central"
"296",558,5,28500,32000,35000,36000,40000,40000,47,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","North Central"
"297",559,1,55000,63000,65000,82000,103000,104000,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"298",560,1,12000,62000,0,78500,107000,52000,50,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Never Married","South"
"299",561,5,37000,35000,35600,42000,50000,59000,50,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Never Married","North Central"
"300",562,1,47000,47000,49000,55000,63000,78000,47,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"301",565,1,45000,30000,30000,55000,60000,72000,49,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Never Married","West"
"302",567,5,0,0,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"303",568,5,27000,30000,34000,40000,40000,43000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"304",570,1,60000,85000,1e+05,94000,1e+05,99000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"305",571,1,49000,49000,45000,45000,65000,75000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"306",573,1,45000,40000,57000,37000,47000,40000,48,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"307",576,5,0,0,0,0,0,1200,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"308",578,1,50000,35000,35000,50000,55000,70000,49,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","West"
"309",579,5,0,0,500,0,18,300,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"310",583,1,46000,59900,71500,36000,34000,51500,52,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","North Central"
"311",589,6,0,0,0,0,0,0,47,"Non-Black/Non-Hispanic","Female","5TH GRADE","Never Married","North Central"
"312",594,3,70000,70000,65000,80000,60000,60000,46,"Black","Male","1ST YEAR COLLEGE","Married","West"
"313",597,3,15117,10500,15912,500,10200,8700,47,"Black","Male","11TH GRADE","Never Married","North Central"
"314",604,5,23000,24000,35000,40000,45000,39000,47,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","North Central"
"315",606,1,45000,45000,35000,35000,52000,68000,45,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","North Central"
"316",608,5,20000,18000,8000,27000,21000,31000,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"317",609,5,29500,31200,33000,32000,37000,41298,48,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","North Central"
"318",611,6,52000,42000,25600,58000,62000,68000,50,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","North Central"
"319",613,1,61000,67000,64000,95000,82900,51000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Separated","North Central"
"320",614,8,43000,46000,46000,56000,67000,72000,52,"Hispanic","Female","6TH YEAR COLLEGE","Married","North Central"
"321",620,3,40000,40000,60000,55000,64000,70000,52,"Black","Male","12TH GRADE","Married","North Central"
"322",621,7,2000,19000,0,0,38000,17000,49,"Black","Female","11TH GRADE","Separated","North Central"
"323",622,7,25000,32000,34000,36500,38500,35000,45,"Black","Female","2ND YEAR COLLEGE","Married","North Central"
"324",623,7,0,0,0,10000,0,0,48,"Black","Female","2ND YEAR COLLEGE","Divorced","North Central"
"325",624,3,44000,60000,58000,60000,80000,47000,47,"Black","Male","5TH YEAR COLLEGE","Married","South"
"326",626,5,25000,10000,7068,6120,6362,0,51,"Non-Black/Non-Hispanic","Female","10TH GRADE","Divorced","North Central"
"327",627,5,17000,15000,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"328",628,3,15000,1500,2000,2000,0,15000,45,"Black","Male","12TH GRADE","Divorced","South"
"329",629,1,16000,17000,19000,28900,30000,13500,48,"Non-Black/Non-Hispanic","Male","8TH GRADE","Married","North Central"
"330",630,1,35000,21700,0,5000,4000,7000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"331",631,1,42000,26500,32000,18000,26000,26000,51,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","North Central"
"332",635,5,2500,0,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"333",636,5,29000,40000,44000,40000,41000,35000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"334",638,1,60000,63000,95000,78000,85000,72000,48,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","North Central"
"335",639,1,32000,35000,37000,35000,37000,45000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"336",640,5,25000,24000,38000,42000,52000,51400,46,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"337",641,1,34000,30000,15000,0,0,1500,48,"Non-Black/Non-Hispanic","Male","11TH GRADE","Divorced","North Central"
"338",645,1,125000,236000,112000,279816,307823,312324,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"339",647,1,43000,51000,51000,61000,46000,56300,49,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"340",649,1,97500,105000,110000,110000,120000,120000,52,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"341",650,5,48000,52000,50000,58000,71000,55000,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"342",653,1,57400,65000,75000,96000,1e+05,102000,50,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"343",655,5,20000,18000,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"344",657,5,216200,0,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","North Central"
"345",658,1,45000,55000,61000,57000,56000,60000,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"346",659,1,37700,42000,68000,75000,75000,75000,51,"Non-Black/Non-Hispanic","Male","5TH YEAR COLLEGE","Married","North Central"
"347",664,5,38000,42500,41000,43000,62000,62000,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"348",665,5,70000,0,28000,30000,16000,13000,45,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"349",667,1,43000,55000,55000,58000,65000,84000,45,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","North Central"
"350",668,5,0,0,0,0,1000,0,45,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"351",670,5,45000,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"352",671,3,88000,0,7000,10000,30000,23000,47,"Black","Male","4TH YEAR COLLEGE","Married","North Central"
"353",673,3,0,12000,0,0,0,0,49,"Black","Male","12TH GRADE","Married","North Central"
"354",677,7,26000,23000,30000,36145,40000,18000,47,"Black","Female","12TH GRADE","Married","North Central"
"355",679,3,40000,10000,8000,20000,0,10000,52,"Black","Male","12TH GRADE","Married","North Central"
"356",683,7,39000,45000,55000,52000,58000,72000,49,"Black","Female","6TH YEAR COLLEGE","Divorced","North Central"
"357",684,1,73000,60000,68000,72000,70000,51000,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"358",685,1,5500,10500,0,0,0,0,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","North Central"
"359",686,1,52000,48000,47300,57000,70100,70000,46,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Never Married","North Central"
"360",687,1,35000,35000,36000,38000,29000,40000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","North Central"
"361",688,5,28000,34000,43000,23000,27000,23000,47,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","West"
"362",690,1,44200,42500,49000,45000,41800,48500,47,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Divorced","North Central"
"363",692,5,35000,38000,50000,45000,35000,4000,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"364",697,1,75000,70000,50000,50000,55000,0,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"365",698,5,5075,4600,4748,6336,5261,5433,50,"Non-Black/Non-Hispanic","Female","10TH GRADE","Married","North Central"
"366",701,1,20000,7000,4700,9800,5000,1900,50,"Non-Black/Non-Hispanic","Male","8TH GRADE","Never Married","West"
"367",703,5,0,25000,28000,3000,3500,0,47,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Divorced","North Central"
"368",704,5,50000,55000,59000,56000,0,0,51,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"369",708,6,0,0,0,0,0,0,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"370",711,1,51000,40000,43000,40000,43000,41000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","South"
"371",712,5,35000,36000,45000,41000,48000,51000,50,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"372",716,1,29000,27000,33000,32000,31700,0,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","North Central"
"373",717,1,45000,39000,36000,40000,36000,45000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"374",719,1,28000,38000,50000,48000,50000,60950,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"375",720,5,19000,23000,16000,35000,28000,23000,49,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"376",721,5,22000,15000,15000,22000,307823,29000,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"377",722,1,47000,48000,48000,57500,61000,62000,51,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","North Central"
"378",723,5,30000,20000,20000,25000,25164,25000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Widowed","North Central"
"379",724,5,22984,29000,24552,20000,0,2380,48,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"380",725,1,66000,67000,73000,74000,74000,80000,46,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"381",728,1,29000,32000,33000,30000,32000,25000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"382",729,1,0,236000,265933,279816,307823,312324,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
